,货物名称,三级分类,二级分类,一级分类
2833,麦格尼飞机油,线材,钢铁制品,钢铁
2834,连铸坯水陆联运,线材,钢铁制品,钢铁
2835,牛奶263586,线材,钢铁制品,钢铁
2836,盘扣式脚手架,线材,钢铁制品,钢铁
2837,工字钢%2b槽钢,型材,钢 材、合金钢材,钢铁
2838,槽钢%2b工字钢,型材,钢 材、合金钢材,钢铁
2839,25×12螺纹钢,线材,钢铁制品,钢铁
2840,牛奶263810,线材,钢铁制品,钢铁
2841,牛奶263767,线材,钢铁制品,钢铁
2842,面奶SCY,线材,钢铁制品,钢铁
2843,64K克制轻量涂布纸,线材,钢铁制品,钢铁
2844,正大热镀,线材,钢铁制品,钢铁
2845,槽角钢,线材,钢铁制品,钢铁
2846,12×14螺纹钢,线材,钢铁制品,钢铁
2847,12×16螺纹钢,线材,钢铁制品,钢铁
2848,50克期刊杂志纸,线材,钢铁制品,钢铁
2849,钢筋LYX,线材,钢铁制品,钢铁
2850,日用品LYX,线材,钢铁制品,钢铁
2851,螺纹28X12米,线材,钢铁制品,钢铁
2852,热轧带钢卷,线材,钢铁制品,钢铁
2853,钢材型材冰,线材,钢铁制品,钢铁
2854,板皮,线材,钢铁制品,钢铁
2855,钢材诚鑫,线材,钢铁制品,钢铁
2856,500g省外版软包装盐,线材,钢铁制品,钢铁
2857,500g淮盐牌精制食用盐非绿标省外,线材,钢铁制品,钢铁
2858,400g淮盐牌精制食用盐500g淮盐牌精制食用盐,线材,钢铁制品,钢铁
2859,湿纸浆,线材,钢铁制品,钢铁
2860,平山敬业青岛董家口铁矿粉,线材,钢铁制品,钢铁
2861,圆钢汽运4家客户的货,线材,钢铁制品,钢铁
2862,平山敬业青岛前湾港铁矿粉,线材,钢铁制品,钢铁
2863,圆钢中心库到大厂库,线材,钢铁制品,钢铁
2864,三叶草澳块,线材,钢铁制品,钢铁
2865,溶剂油江河,线材,钢铁制品,钢铁
2866,热压铁块,线材,钢铁制品,钢铁
2867,槽,线材,钢铁制品,钢铁
2868,螺纹 钢,线材,钢铁制品,钢铁
2869,德胜海马来矿,线材,钢铁制品,钢铁
2870,博兴兴福站铁矿粉,线材,钢铁制品,钢铁
2871,黄骅大载精粉铁矿粉,线材,钢铁制品,钢铁
2872,螺纹，,线材,钢铁制品,钢铁
2873,18×12螺纹钢,铁矿,铁矿石,金属矿石
2874,螺纹钢12×9,线材,钢铁制品,钢铁
2875,螺纹钢20×9,线材,钢铁制品,钢铁
2876,得信邦合川末煤,线材,钢铁制品,钢铁
2877,天津大载铁矿粉,线材,钢铁制品,钢铁
2878,纸袋纸,线材,钢铁制品,钢铁
2879,黄骅标载铁矿粉,线材,钢铁制品,钢铁
2880,优沫煤,线材,钢铁制品,钢铁
2881,伸性纸袋纸,线材,钢铁制品,钢铁
2882,60克高白胶板印刷纸,线材,钢铁制品,钢铁
2883,曹妃甸港铁矿粉,线材,钢铁制品,钢铁
2884,水性涂料,线材,钢铁制品,钢铁
2885,65克高白胶板印刷纸,线材,钢铁制品,钢铁
2886,无烟沫煤,线材,钢铁制品,钢铁
2887,德胜海   马来矿,铁矿,铁矿石,金属矿石
2888,德晟马克焦煤(A1煤),线材,钢铁制品,钢铁
2889,钢管LYX,线材,钢铁制品,钢铁
2890,凉水井煤,线材,钢铁制品,钢铁
2891,煤,线材,钢铁制品,钢铁
2892,大载铁矿粉,线材,钢铁制品,钢铁
2893,标载铁矿粉,线材,钢铁制品,钢铁
2894,钢轨圆钢,线材,钢铁制品,钢铁
2895,油烟机,家用电器,电力设备、电器机械及器材,机械设备、电器
2896,热方加热带35T发嘉鱼,线材,钢铁制品,钢铁
2897,中文汇通金布巴粉,线材,钢铁制品,钢铁
2898,支架,线材,钢铁制品,钢铁
2899,钢卷板电话联系13390929822,线材,钢铁制品,钢铁
2900,天津锦亿铁矿粉0508,线材,钢铁制品,钢铁
2901,Q345R%2b不锈钢复合板船运从安徽汊河拖回南钢装船,线材,钢铁制品,钢铁
2902,钢材冷板,线材,钢铁制品,钢铁
2903,牛奶274367,乳制品，蜂蜜、王浆、粉,饮食品,轻工、医药产品
2904,钢筋95298,线材,钢铁制品,钢铁
2905,350g淮牌精致食用盐,线材,钢铁制品,钢铁
2906,铝卷铝板,线材,钢铁制品,钢铁
2907,白油,线材,钢铁制品,钢铁
2908,数控铣床,线材,钢铁制品,钢铁
2909,海绵,线材,钢铁制品,钢铁
2910,甲苯,线材,钢铁制品,钢铁
2911,松香,线材,钢铁制品,钢铁
2912,更多,线材,钢铁制品,钢铁
2913,无机颜料,线材,钢铁制品,钢铁
2914,地坪漆,线材,钢铁制品,钢铁
2915,生物化工,线材,钢铁制品,钢铁
2916,氮肥,线材,钢铁制品,钢铁
2917,热熔胶,线材,钢铁制品,钢铁
2918,橡塑,线材,钢铁制品,钢铁
2919,通用塑料,线材,钢铁制品,钢铁
2920,工程塑料,线材,钢铁制品,钢铁
2921,PVC,线材,钢铁制品,钢铁
2922,化工废料,线材,钢铁制品,钢铁
2923,再生塑料,线材,钢铁制品,钢铁
2924,塑料片,线材,钢铁制品,钢铁
2925,塑料加工,线材,钢铁制品,钢铁
2926,波纹管,线材,钢铁制品,钢铁
2927,塑料薄膜,线材,钢铁制品,钢铁
2928,混合机,线材,钢铁制品,钢铁
2929,干燥机,线材,钢铁制品,钢铁
2930,空压机,线材,钢铁制品,钢铁
2931,涂装设备,线材,钢铁制品,钢铁
2932,绞肉机,线材,钢铁制品,钢铁
2933,绣花机,线材,钢铁制品,钢铁
2934,缝纫机,线材,钢铁制品,钢铁
2935,裁断机,线材,钢铁制品,钢铁
2936,吸塑机,线材,钢铁制品,钢铁
2937,封口机,线材,钢铁制品,钢铁
2938,喷码机,线材,钢铁制品,钢铁
2939,起重机,线材,钢铁制品,钢铁
2940,机加工,线材,钢铁制品,钢铁
2941,磨加工,线材,钢铁制品,钢铁
2942,锁具,线材,钢铁制品,钢铁
2943,望远镜,线材,钢铁制品,钢铁
2944,电子称,线材,钢铁制品,钢铁
2945,温度计,线材,钢铁制品,钢铁
2946,温控器,线材,钢铁制品,钢铁
2947,流量计,线材,钢铁制品,钢铁
2948,固定电话,线材,钢铁制品,钢铁
2949,车身附件,线材,钢铁制品,钢铁
2950,升降机,线材,钢铁制品,钢铁
2951,护手霜,线材,钢铁制品,钢铁
2952,窗帘,线材,钢铁制品,钢铁
2953,坐垫,线材,钢铁制品,钢铁
2954,雪地靴,线材,钢铁制品,钢铁
2955,客厅茶几,线材,钢铁制品,钢铁
2956,吧台,线材,钢铁制品,钢铁
2957,火锅,线材,钢铁制品,钢铁
2958,压力锅,线材,钢铁制品,钢铁
2959,护栏板立柱小件,线材,钢铁制品,钢铁
2960,护栏板立柱,线材,钢铁制品,钢铁
2961,普板立柱,线材,钢铁制品,钢铁
2962,板柱小件,线材,钢铁制品,钢铁
2963,护栏板立柱端头,线材,钢铁制品,钢铁
2964,护栏板小件,线材,钢铁制品,钢铁
2965,板柱,线材,钢铁制品,钢铁
2966,护栏板焊接立柱,线材,钢铁制品,钢铁
2967,护栏板法兰立柱,线材,钢铁制品,钢铁
2968,护栏板立柱等,线材,钢铁制品,钢铁
2969,护栏板端头,线材,钢铁制品,钢铁
2970,立柱小件护栏板,线材,钢铁制品,钢铁
2971,桨板,线材,钢铁制品,钢铁
2972,护栏加强板,线材,钢铁制品,钢铁
2973,地桩管立柱螺栓,线材,钢铁制品,钢铁
2974,板端头,线材,钢铁制品,钢铁
2975,钢铁,线材,钢铁制品,钢铁
2976,扣板,线材,钢铁制品,钢铁
2977,陶板,线材,钢铁制品,钢铁
2978,焊丝,线材,钢铁制品,钢铁
2979,电焊条,线材,钢铁制品,钢铁
2980,立柱,钢铁材料、结构体,钢铁制品,钢铁
2981,喷塑护栏板护栏板,线材,钢铁制品,钢铁
2982,立柱板,线材,钢铁制品,钢铁
2983,喷塑护栏板,线材,钢铁制品,钢铁
2984,护栏材料喷塑护栏板,线材,钢铁制品,钢铁
2985,喷塑护栏板制品,线材,钢铁制品,钢铁
2986,浸塑护栏板,线材,钢铁制品,钢铁
2987,绝缘板,线材,钢铁制品,钢铁
2988,低热值煤,线材,钢铁制品,钢铁
2989,夹芯板,线材,钢铁制品,钢铁
2990,底板,线材,钢铁制品,钢铁
2991,80本白胶卷880,线材,钢铁制品,钢铁
2992,车板,线材,钢铁制品,钢铁
2993,胶版平板,线材,钢铁制品,钢铁
2994,PP拉丝级,线材,钢铁制品,钢铁
2995,发随州装带钢,线材,钢铁制品,钢铁
2996,发随州带钢,线材,钢铁制品,钢铁
2997,IP平板桨,线材,钢铁制品,钢铁
2998,随州市鸿源发随州装带钢30吨左右,线材,钢铁制品,钢铁
2999,随州市鸿源装带钢30吨左右,线材,钢铁制品,钢铁
3000,随州带钢小车,线材,钢铁制品,钢铁
3001,包带发迁安,线材,钢铁制品,钢铁
3002,光伏并网逆变器,线材,钢铁制品,钢铁
3003,垫杠包带,线材,钢铁制品,钢铁
3004,迁安正大一车包带发迁安,线材,钢铁制品,钢铁
3005,行李架,线材,钢铁制品,钢铁
3006,包带或者垫杠,线材,钢铁制品,钢铁
3007,喷吹煤,线材,钢铁制品,钢铁
3008,带铁,线材,钢铁制品,钢铁
3009,扰流板,其它运输辅件及器材,交通运输设备,机械设备、电器
3010,喷吹煤l,线材,钢铁制品,钢铁
3011,棒材汽运包车精品运输,线材,钢铁制品,钢铁
3012,角,线材,钢铁制品,钢铁
3013,橡胶衬板,线材,钢铁制品,钢铁
3014,光伏逆变器,线材,钢铁制品,钢铁
3015,逆变器,线材,钢铁制品,钢铁
3016,沙,线材,钢铁制品,钢铁
3017,钢板料,线材,钢铁制品,钢铁
3018,李帅带钢,线材,钢铁制品,钢铁
3019,合信带钢,线材,钢铁制品,钢铁
3020,金通丰带钢,线材,钢铁制品,钢铁
3021,铸峰带钢,线材,钢铁制品,钢铁
3022,奥科达带钢,线材,钢铁制品,钢铁
3023,天虹带钢,线材,钢铁制品,钢铁
3024,盛泰带钢,线材,钢铁制品,钢铁
3025,新武安文安带钢,线材,钢铁制品,钢铁
3026,四通带钢,线材,钢铁制品,钢铁
3027,刘万利带钢,线材,钢铁制品,钢铁
3028,文安带钢,线材,钢铁制品,钢铁
3029,正大文安带钢355,线材,钢铁制品,钢铁
3030,正大文安带钢352,线材,钢铁制品,钢铁
3031,正大文安带钢272,线材,钢铁制品,钢铁
3032,正大带钢352,线材,钢铁制品,钢铁
3033,正大奥森带钢432,线材,钢铁制品,钢铁
3034,正大文安带钢232,线材,钢铁制品,钢铁
3035,活动板房,线材,钢铁制品,钢铁
3036,原板,线材,钢铁制品,钢铁
3037,挂板,线材,钢铁制品,钢铁
3038,箱板纸,线材,钢铁制品,钢铁
3039,奥东煤炭,线材,钢铁制品,钢铁
3040,安县煤炭,线材,钢铁制品,钢铁
3041,北川煤炭,线材,钢铁制品,钢铁
3042,资阳煤炭,线材,钢铁制品,钢铁
3043,澳东煤炭,线材,钢铁制品,钢铁
3044,砂加气板,线材,钢铁制品,钢铁
3045,保温棉,\,针织、纺织、皮毛及制品,轻工、医药产品
3046,密封制品,线材,钢铁制品,钢铁
3047,玻璃,玻璃制品,日用工业品,轻工、医药产品
3048,土工格栅,线材,钢铁制品,钢铁
3049,防水材料,nan,nan,待定
3050,炉料,钢铁件及其它五金制品,钢铁制品,钢铁
3051,板材卷材,线材,钢铁制品,钢铁
3052,盆景,线材,钢铁制品,钢铁
3053,生核桃,线材,钢铁制品,钢铁
3054,叶菜类,线材,钢铁制品,钢铁
3055,太阳能,电子、光、磁、超声波装置的元器件、零件、附件,电子、电讯设备及器材,机械设备、电器
3056,刀具夹具,线材,钢铁制品,钢铁
3057,密封,线材,钢铁制品,钢铁
3058,加工,线材,钢铁制品,钢铁
3059,镀锌,管材及附件,钢 材、合金钢材,钢铁
3060,地板蜡,线材,钢铁制品,钢铁
3061,模型,线材,钢铁制品,钢铁
3062,奶嘴,线材,钢铁制品,钢铁
3063,抱带,线材,钢铁制品,钢铁
3064,门,线材,钢铁制品,钢铁
3065,窗,线材,钢铁制品,钢铁
3066,拉链,钢铁件及其它五金制品,钢铁制品,钢铁
3067,酒店行李柜,线材,钢铁制品,钢铁
3068,背带抱带,线材,钢铁制品,钢铁
3069,柜机,线材,钢铁制品,钢铁
3070,机,线材,钢铁制品,钢铁
3071,报刊架,线材,钢铁制品,钢铁
3072,色带碳带,线材,钢铁制品,钢铁
3073,手机座手机架,线材,钢铁制品,钢铁
3074,皮带,线材,钢铁制品,钢铁
3075,餐具套,线材,钢铁制品,钢铁
3076,杯垫餐具垫,线材,钢铁制品,钢铁
3077,魔方,线材,钢铁制品,钢铁
3078,储蓄罐,线材,钢铁制品,钢铁
3079,冰箱贴,线材,钢铁制品,钢铁
3080,U盘,线材,钢铁制品,钢铁
3081,香炉,线材,钢铁制品,钢铁
3082,玻璃工艺品玻璃摆件,线材,钢铁制品,钢铁
3083,水晶工艺品水晶礼品定制,线材,钢铁制品,钢铁
3084,置物架,钢铁件及其它五金制品,钢铁制品,钢铁
3085,肉罐头,线材,钢铁制品,钢铁
3086,压型钢板及收边板,线材,钢铁制品,钢铁
3087,板法兰柱小件,线材,钢铁制品,钢铁
3088,玩具,线材,钢铁制品,钢铁
3089,焊热螺旋,线材,钢铁制品,钢铁
3090,镀锌带,线材,钢铁制品,钢铁
3091,酒+矿泉水,饮料、果菜汁,饮食品,轻工、医药产品
3092,80克高白胶版印刷纸1105,线材,钢铁制品,钢铁
3093,80克高白胶版印刷纸1250,线材,钢铁制品,钢铁
3094,95克高白胶版印刷纸787,线材,钢铁制品,钢铁
3095,58克高白胶版印刷纸1130,线材,钢铁制品,钢铁
3096,58克高白胶版印刷纸1105,线材,钢铁制品,钢铁
3097,58克高白胶版印刷纸1250,线材,钢铁制品,钢铁
3098,75克高白胶版印刷纸787,线材,钢铁制品,钢铁
3099,95克高白胶版印刷纸889,线材,钢铁制品,钢铁
3100,80克高白胶版印刷纸880X1230,线材,钢铁制品,钢铁
3101,槽钢20A,线材,钢铁制品,钢铁
3102,75克高白胶版印刷纸889X1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
3103,75克高白胶版印刷纸787x1092,线材,钢铁制品,钢铁
3104,65克高白胶版印刷纸787,线材,钢铁制品,钢铁
3105,65克高白胶版印刷纸889,线材,钢铁制品,钢铁
3106,68克高白胶版印刷纸875X810,线材,钢铁制品,钢铁
3107,70克高白胶版印刷纸1055,线材,钢铁制品,钢铁
3108,70克高白胶版印刷纸1205,线材,钢铁制品,钢铁
3109,70克高白胶版印刷纸1105,线材,钢铁制品,钢铁
3110,70克高白胶版印刷纸1130,线材,钢铁制品,钢铁
3111,槽钢16A,线材,钢铁制品,钢铁
3112,60克高白胶版印刷纸889,线材,钢铁制品,钢铁
3113,75克高白胶版印刷纸851,线材,钢铁制品,钢铁
3114,78克高白胶版印刷纸889X1194,机制纸（新闻纸）,纸及制品(十类),轻工、医药产品
3115,60克高白胶版印刷纸1250,线材,钢铁制品,钢铁
3116,68克高白胶版印刷纸876,线材,钢铁制品,钢铁
3117,75克高白胶版印刷纸870X592,线材,钢铁制品,钢铁
3118,58克高白胶版印刷纸915,线材,钢铁制品,钢铁
3119,58克高白胶版印刷纸787,线材,钢铁制品,钢铁
3120,58克高白胶版印刷纸900,线材,钢铁制品,钢铁
3121,70克高白胶版印刷纸1100,线材,钢铁制品,钢铁
3122,55克高白胶版印刷纸900,线材,钢铁制品,钢铁
3123,58克高白胶版印刷纸889,线材,钢铁制品,钢铁
3124,57克高白胶版印刷纸787,线材,钢铁制品,钢铁
3125,57克高白胶版印刷纸770,线材,钢铁制品,钢铁
3126,57克高白胶版印刷纸889,线材,钢铁制品,钢铁
3127,57克高白胶版印刷纸870,线材,钢铁制品,钢铁
3128,58克高白胶版印刷纸1255,线材,钢铁制品,钢铁
3129,58克高白胶版印刷纸1180,线材,钢铁制品,钢铁
3130,56克高白胶版印刷纸787,线材,钢铁制品,钢铁
3131,56克高白胶版印刷纸889,线材,钢铁制品,钢铁
3132,55克高白胶版印刷纸1255,线材,钢铁制品,钢铁
3133,55克高白胶版印刷纸935,线材,钢铁制品,钢铁
3134,55克高白胶版印刷纸1040,线材,钢铁制品,钢铁
3135,55克高白胶版印刷纸1044,线材,钢铁制品,钢铁
3136,55克高白胶版印刷纸1030,线材,钢铁制品,钢铁
3137,55克高白胶版印刷纸1198,线材,钢铁制品,钢铁
3138,55克高白胶版印刷纸1188,线材,钢铁制品,钢铁
3139,55克高白胶版印刷纸1088,线材,钢铁制品,钢铁
3140,60克高白胶版印刷纸1050,线材,钢铁制品,钢铁
3141,55克高白胶版印刷纸1092,线材,钢铁制品,钢铁
3142,55克高白胶版印刷纸1420,线材,钢铁制品,钢铁
3143,58克高白胶版印刷纸845,线材,钢铁制品,钢铁
3144,冷卷冷板,线材,钢铁制品,钢铁
3145,汽车轮胎,线材,钢铁制品,钢铁
3146,PVC管,线材,钢铁制品,钢铁
3147,PA管,线材,钢铁制品,钢铁
3148,PP管,线材,钢铁制品,钢铁
3149,PPR管,线材,钢铁制品,钢铁
3150,PVC板,线材,钢铁制品,钢铁
3151,人造石,线材,钢铁制品,钢铁
3152,沙石,\,针织、纺织、皮毛及制品,轻工、医药产品
3153,大理石,大理石,石料及石制品,矿物性建筑材料
3154,无缝管,管材及附件,钢 材、合金钢材,钢铁
3155,金属丝绳,线材,钢铁制品,钢铁
3156,马口铁,板材,钢 材、合金钢材,钢铁
3157,普通圆钢,线材,钢铁制品,钢铁
3158,废电子电器,线材,钢铁制品,钢铁
3159,阀门,通用设备,普通工业机械及设备,机械设备、电器
3160,焊接设备,线材,钢铁制品,钢铁
3161,车床,线材,钢铁制品,钢铁
3162,铣床,金属加工机械及设备,普通工业机械及设备,机械设备、电器
3163,排焊机,线材,钢铁制品,钢铁
3164,切割机,金属加工机械及设备,普通工业机械及设备,机械设备、电器
3165,焊条,线材,钢铁制品,钢铁
3166,泵,线材,钢铁制品,钢铁
3167,油封,线材,钢铁制品,钢铁
3168,食品机械,线材,钢铁制品,钢铁
3169,纺织机械,线材,钢铁制品,钢铁
3170,服装机械,线材,钢铁制品,钢铁
3171,印刷设备,线材,钢铁制品,钢铁
3172,榨油机,线材,钢铁制品,钢铁
3173,散热器,线材,钢铁制品,钢铁
3174,线路板,线材,钢铁制品,钢铁
3175,电源,线材,钢铁制品,钢铁
3176,充电器,线材,钢铁制品,钢铁
3177,发电机,线材,钢铁制品,钢铁
3178,低压电器,线材,钢铁制品,钢铁
3179,继电器,线材,钢铁制品,钢铁
3180,断路器,输变电设备,电力设备、电器机械及器材,机械设备、电器
3181,万用表,线材,钢铁制品,钢铁
3182,网线,线材,钢铁制品,钢铁
3183,天线,线材,钢铁制品,钢铁
3184,汽车影音,线材,钢铁制品,钢铁
3185,电动车,非机动车,交通运输设备,机械设备、电器
3186,自行车配件,线材,钢铁制品,钢铁
3187,自行车,线材,钢铁制品,钢铁
3188,三轮车,线材,钢铁制品,钢铁
3189,食用油加工设备,线材,钢铁制品,钢铁
3190,面膜,线材,钢铁制品,钢铁
3191,爽肤水,线材,钢铁制品,钢铁
3192,粉饼,线材,钢铁制品,钢铁
3193,粉底,线材,钢铁制品,钢铁
3194,香水,线材,钢铁制品,钢铁
3195,睫毛膏,线材,钢铁制品,钢铁
3196,洗发水,卫生品(洗涤剂、皂类),日用化工品,化工原料及制品
3197,美发,线材,钢铁制品,钢铁
3198,剃须膏,线材,钢铁制品,钢铁
3199,爽身粉,线材,钢铁制品,钢铁
3200,洗手液,卫生品(洗涤剂、皂类),日用化工品,化工原料及制品
3201,美发用具,线材,钢铁制品,钢铁
3202,牙刷,线材,钢铁制品,钢铁
3203,清洁剂,线材,钢铁制品,钢铁
3204,餐具,线材,钢铁制品,钢铁
3205,家用称,线材,钢铁制品,钢铁
3206,沙发布,线材,钢铁制品,钢铁
3207,生活用纸,线材,钢铁制品,钢铁
3208,卫生纸,线材,钢铁制品,钢铁
